Call_Id,Agent,Topic,Resolved,Speed_of_answer_in_seconds,Satisfaction_rating,Datetime,Answered,TalkDurationSeconds
ID4071,Greg,Admin Support,0,95.0,1.0,2021-03-12 17:52:48,1,38.0
ID4072,Joe,Admin Support,1,39.0,4.0,2021-03-12 17:52:48,1,324.0
ID4073,Diane,Admin Support,0,,,2021-03-13 09:02:53,0,
ID4074,Martha,Admin Support,0,,,2021-03-13 09:02:53,0,
ID4075,Martha,Admin Support,1,125.0,3.0,2021-03-13 09:02:53,1,60.0
ID4076,Martha,Technical Support,1,73.0,4.0,2021-03-13 09:02:53,1,90.0
ID4077,Greg,Admin Support,1,116.0,4.0,2021-03-13 09:38:53,1,56.0
ID4078,Joe,Technical Support,1,115.0,2.0,2021-03-13 09:38:53,1,141.0
ID4079,Joe,Admin Support,0,,,2021-03-13 10:49:26,0,
ID4080,Stewart,Payment related,1,56.0,2.0,2021-03-13 10:49:26,1,367.0
ID4081,Dan,Technical Support,1,123.0,2.0,2021-03-13 11:15:22,1,159.0
ID4082,Becky,Admin Support,1,36.0,1.0,2021-03-13 11:15:22,1,50.0
ID4083,Greg,Technical Support,1,84.0,5.0,2021-03-13 11:28:19,1,93.0
ID4084,Martha,Streaming,1,74.0,3.0,2021-03-13 11:28:19,1,181.0
ID4085,Jim,Streaming,1,20.0,5.0,2021-03-13 11:38:24,1,256.0
ID4086,Martha,Streaming,0,,,2021-03-13 11:38:24,0,
ID4087,Diane,Payment related,1,13.0,3.0,2021-03-13 11:42:43,1,273.0
ID4088,Greg,Contract related,0,28.0,3.0,2021-03-13 11:42:43,1,59.0
ID4089,Dan,Contract related,1,13.0,4.0,2021-03-13 13:42:14,1,115.0
ID4090,Martha,Streaming,1,100.0,3.0,2021-03-13 13:42:14,1,73.0
ID4091,Jim,Contract related,1,119.0,3.0,2021-03-13 14:13:55,1,175.0
ID4092,Stewart,Technical Support,0,,,2021-03-13 14:13:55,0,
ID4093,Martha,Technical Support,1,125.0,5.0,2021-03-13 14:18:14,1,343.0
ID4094,Joe,Streaming,0,,,2021-03-13 14:18:14,0,
ID4095,Jim,Technical Support,0,88.0,4.0,2021-03-13 14:38:24,1,107.0
ID4096,Becky,Technical Support,1,71.0,4.0,2021-03-13 14:38:24,1,34.0
ID4097,Dan,Contract related,1,99.0,4.0,2021-03-13 14:41:17,1,34.0
ID4098,Dan,Admin Support,1,94.0,1.0,2021-03-13 14:41:17,1,352.0
ID4099,Becky,Admin Support,1,115.0,1.0,2021-03-13 15:00:00,1,312.0
ID4100,Becky,Contract related,1,36.0,5.0,2021-03-13 15:00:00,1,311.0
ID4101,Stewart,Payment related,1,72.0,3.0,2021-03-13 15:02:53,1,232.0
ID4102,Becky,Contract related,1,51.0,3.0,2021-03-13 15:02:53,1,63.0
ID4103,Diane,Admin Support,1,11.0,2.0,2021-03-13 15:36:00,1,273.0
ID4104,Stewart,Admin Support,0,101.0,5.0,2021-03-13 15:36:00,1,346.0
ID4105,Stewart,Admin Support,1,119.0,3.0,2021-03-13 15:38:53,1,337.0
ID4106,Diane,Technical Support,1,64.0,3.0,2021-03-13 15:38:53,1,157.0
ID4107,Martha,Technical Support,1,12.0,3.0,2021-03-13 15:44:38,1,250.0
ID4108,Greg,Streaming,1,118.0,3.0,2021-03-13 15:44:38,1,311.0
ID4109,Greg,Payment related,1,107.0,2.0,2021-03-13 15:59:02,1,151.0
ID4110,Martha,Payment related,1,122.0,3.0,2021-03-13 15:59:02,1,303.0
ID4111,Becky,Payment related,1,41.0,4.0,2021-03-13 16:17:46,1,221.0
ID4112,Becky,Streaming,1,22.0,1.0,2021-03-13 16:17:46,1,43.0
ID4113,Martha,Technical Support,0,,,2021-03-13 16:53:46,0,
ID4114,Martha,Contract related,1,93.0,3.0,2021-03-13 16:53:46,1,219.0
ID4115,Jim,Admin Support,1,20.0,5.0,2021-03-13 17:02:24,1,260.0
ID4116,Dan,Contract related,1,90.0,4.0,2021-03-13 17:02:24,1,245.0
ID4117,Becky,Technical Support,1,107.0,3.0,2021-03-13 17:24:00,1,393.0
ID4118,Jim,Technical Support,0,,,2021-03-13 17:24:00,0,
ID4119,Dan,Contract related,1,38.0,3.0,2021-03-13 17:44:10,1,343.0
ID4120,Joe,Contract related,0,,,2021-03-13 17:44:10,0,
ID4121,Becky,Streaming,1,50.0,4.0,2021-03-14 09:00:00,1,117.0
ID4122,Greg,Admin Support,1,90.0,4.0,2021-03-14 09:00:00,1,306.0
ID4123,Becky,Admin Support,1,22.0,4.0,2021-03-14 09:20:10,1,261.0
ID4124,Joe,Admin Support,0,,,2021-03-14 09:20:10,0,
ID4125,Martha,Streaming,1,67.0,4.0,2021-03-14 09:57:36,1,305.0
ID4126,Dan,Contract related,1,89.0,3.0,2021-03-14 09:57:36,1,380.0
ID4127,Becky,Payment related,1,21.0,3.0,2021-03-14 10:07:41,1,346.0
ID4128,Diane,Contract related,1,34.0,4.0,2021-03-14 10:07:41,1,64.0
ID4129,Diane,Contract related,1,77.0,2.0,2021-03-14 10:09:07,1,48.0
ID4130,Diane,Admin Support,1,72.0,1.0,2021-03-14 10:09:07,1,165.0
ID4131,Joe,Streaming,1,83.0,3.0,2021-03-14 10:32:10,1,121.0
ID4132,Jim,Streaming,1,120.0,3.0,2021-03-14 10:32:10,1,106.0
ID4133,Diane,Contract related,1,82.0,5.0,2021-03-14 11:09:36,1,256.0
ID4134,Martha,Streaming,1,61.0,5.0,2021-03-14 11:09:36,1,399.0
ID4135,Jim,Contract related,1,69.0,2.0,2021-03-14 11:25:26,1,159.0
ID4136,Jim,Technical Support,0,19.0,4.0,2021-03-14 11:25:26,1,257.0
ID4137,Diane,Technical Support,1,35.0,2.0,2021-03-14 11:36:58,1,255.0
ID4138,Jim,Payment related,0,,,2021-03-14 11:36:58,0,
ID4139,Jim,Contract related,1,11.0,3.0,2021-03-14 11:52:48,1,388.0
ID4140,Jim,Admin Support,1,110.0,3.0,2021-03-14 11:52:48,1,49.0
ID4141,Dan,Payment related,1,119.0,1.0,2021-03-14 13:00:29,1,137.0
ID4142,Jim,Contract related,1,38.0,4.0,2021-03-14 13:00:29,1,87.0
ID4143,Joe,Payment related,1,40.0,4.0,2021-03-14 13:09:07,1,308.0
ID4144,Dan,Streaming,1,19.0,5.0,2021-03-14 13:09:07,1,266.0
ID4145,Dan,Technical Support,0,,,2021-03-14 13:16:19,0,
ID4146,Martha,Payment related,1,63.0,3.0,2021-03-14 13:16:19,1,345.0
ID4147,Jim,Technical Support,1,33.0,5.0,2021-03-14 13:24:58,1,190.0
ID4148,Becky,Technical Support,0,,,2021-03-14 13:24:58,0,
ID4149,Jim,Admin Support,0,26.0,5.0,2021-03-14 13:40:48,1,308.0
ID4150,Jim,Streaming,0,,,2021-03-14 13:40:48,0,
ID4151,Diane,Contract related,0,,,2021-03-14 13:46:34,0,
ID4152,Jim,Admin Support,1,81.0,5.0,2021-03-14 13:46:34,1,211.0
ID4153,Martha,Technical Support,1,65.0,3.0,2021-03-14 14:03:50,1,388.0
ID4154,Jim,Admin Support,1,84.0,3.0,2021-03-14 14:03:50,1,254.0
ID4155,Jim,Admin Support,1,42.0,1.0,2021-03-14 14:25:26,1,292.0
ID4156,Dan,Admin Support,0,,,2021-03-14 14:25:26,0,
ID4157,Becky,Admin Support,0,,,2021-03-14 14:39:50,0,
ID4158,Martha,Streaming,1,123.0,2.0,2021-03-14 14:39:50,1,218.0
ID4159,Greg,Contract related,1,65.0,4.0,2021-03-14 15:17:17,1,397.0
ID4160,Diane,Contract related,1,33.0,5.0,2021-03-14 15:17:17,1,343.0
ID4161,Diane,Payment related,1,117.0,3.0,2021-03-14 15:27:22,1,244.0
ID4162,Diane,Streaming,1,122.0,3.0,2021-03-14 15:27:22,1,96.0
ID4163,Jim,Technical Support,1,21.0,4.0,2021-03-14 15:43:12,1,325.0
ID4164,Dan,Streaming,0,48.0,4.0,2021-03-14 15:43:12,1,256.0
ID4165,Greg,Contract related,0,,,2021-03-14 16:36:29,0,
ID4166,Diane,Technical Support,1,98.0,1.0,2021-03-14 16:36:29,1,177.0
ID4167,Dan,Streaming,1,95.0,4.0,2021-03-14 16:36:29,1,151.0
ID4168,Dan,Contract related,1,28.0,3.0,2021-03-14 16:36:29,1,408.0
ID4169,Joe,Admin Support,0,,,2021-03-14 17:57:07,0,
ID4170,Dan,Streaming,0,,,2021-03-14 17:57:07,0,
ID4171,Dan,Admin Support,0,,,2021-03-15 09:08:38,0,
ID4172,Greg,Streaming,1,40.0,3.0,2021-03-15 09:08:38,1,292.0
ID4173,Martha,Streaming,1,13.0,2.0,2021-03-15 09:30:14,1,223.0
ID4174,Becky,Streaming,1,71.0,5.0,2021-03-15 09:30:14,1,79.0
ID4175,Martha,Technical Support,1,106.0,4.0,2021-03-15 09:44:38,1,46.0
ID4176,Dan,Streaming,0,94.0,4.0,2021-03-15 09:44:38,1,211.0
ID4177,Greg,Payment related,1,74.0,5.0,2021-03-15 10:00:29,1,239.0
ID4178,Dan,Contract related,1,34.0,4.0,2021-03-15 10:00:29,1,38.0
ID4179,Jim,Admin Support,1,38.0,2.0,2021-03-15 10:09:07,1,126.0
ID4180,Jim,Technical Support,1,31.0,4.0,2021-03-15 10:09:07,1,173.0
ID4181,Martha,Contract related,1,13.0,3.0,2021-03-15 10:13:26,1,185.0
ID4182,Stewart,Technical Support,1,79.0,3.0,2021-03-15 10:13:26,1,108.0
ID4183,Stewart,Contract related,1,49.0,2.0,2021-03-15 11:06:43,1,300.0
ID4184,Stewart,Technical Support,1,89.0,1.0,2021-03-15 11:06:43,1,239.0
ID4185,Jim,Streaming,1,37.0,5.0,2021-03-15 11:09:36,1,297.0
ID4186,Becky,Streaming,0,,,2021-03-15 11:09:36,0,
ID4187,Jim,Contract related,0,,,2021-03-15 11:58:34,0,
ID4188,Diane,Admin Support,1,51.0,3.0,2021-03-15 11:58:34,1,142.0
ID4189,Greg,Payment related,1,49.0,1.0,2021-03-15 12:10:05,1,131.0
ID4190,Jim,Payment related,0,,,2021-03-15 12:10:05,0,
ID4191,Becky,Admin Support,1,14.0,4.0,2021-03-15 12:28:48,1,344.0
ID4192,Joe,Payment related,1,91.0,3.0,2021-03-15 12:28:48,1,287.0
ID4193,Becky,Contract related,0,,,2021-03-15 13:07:41,0,
ID4194,Greg,Admin Support,1,111.0,3.0,2021-03-15 13:07:41,1,188.0
ID4195,Martha,Contract related,1,80.0,5.0,2021-03-15 13:33:36,1,286.0
ID4196,Dan,Admin Support,1,119.0,3.0,2021-03-15 13:33:36,1,114.0
ID4197,Jim,Contract related,1,68.0,3.0,2021-03-15 13:52:19,1,197.0
ID4198,Stewart,Payment related,0,,,2021-03-15 13:52:19,0,
ID4199,Jim,Contract related,1,109.0,3.0,2021-03-15 14:09:36,1,145.0
ID4200,Stewart,Streaming,1,24.0,4.0,2021-03-15 14:09:36,1,416.0
ID4201,Diane,Technical Support,1,55.0,5.0,2021-03-15 14:26:53,1,145.0
ID4202,Dan,Admin Support,1,92.0,5.0,2021-03-15 14:26:53,1,254.0
ID4203,Martha,Technical Support,1,106.0,3.0,2021-03-15 15:51:50,1,202.0
ID4204,Diane,Admin Support,1,28.0,3.0,2021-03-15 15:51:50,1,85.0
ID4205,Becky,Payment related,1,28.0,5.0,2021-03-15 16:04:48,1,152.0
ID4206,Dan,Contract related,0,40.0,2.0,2021-03-15 16:04:48,1,357.0
ID4207,Greg,Technical Support,1,12.0,5.0,2021-03-15 16:27:50,1,405.0
ID4208,Joe,Streaming,1,61.0,5.0,2021-03-15 16:27:50,1,149.0
ID4209,Becky,Streaming,1,92.0,1.0,2021-03-15 17:05:17,1,84.0
ID4210,Jim,Technical Support,0,,,2021-03-15 17:05:17,0,
ID4211,Greg,Payment related,0,,,2021-03-15 17:11:02,0,
ID4212,Greg,Admin Support,1,43.0,3.0,2021-03-15 17:11:02,1,36.0
ID4213,Joe,Admin Support,1,46.0,5.0,2021-03-15 17:18:14,1,233.0
ID4214,Dan,Technical Support,1,51.0,4.0,2021-03-15 17:18:14,1,362.0
ID4215,Diane,Contract related,1,13.0,3.0,2021-03-15 17:28:19,1,74.0
ID4216,Diane,Payment related,0,19.0,5.0,2021-03-15 17:28:19,1,104.0
ID4217,Becky,Admin Support,1,30.0,3.0,2021-03-15 17:32:38,1,209.0
ID4218,Dan,Technical Support,1,122.0,3.0,2021-03-15 17:32:38,1,394.0
ID4219,Greg,Admin Support,1,83.0,2.0,2021-03-15 17:47:02,1,221.0
ID4220,Jim,Technical Support,0,,,2021-03-15 17:47:02,0,
ID4221,Joe,Technical Support,1,125.0,4.0,2021-03-16 09:11:31,1,75.0
ID4222,Joe,Admin Support,1,80.0,2.0,2021-03-16 09:11:31,1,69.0
ID4223,Stewart,Streaming,1,112.0,2.0,2021-03-16 09:46:05,1,347.0
ID4224,Greg,Streaming,1,113.0,5.0,2021-03-16 09:46:05,1,206.0
ID4225,Dan,Admin Support,1,95.0,4.0,2021-03-16 10:09:07,1,240.0
ID4226,Joe,Streaming,1,40.0,3.0,2021-03-16 10:09:07,1,195.0
ID4227,Dan,Streaming,1,106.0,3.0,2021-03-16 10:10:34,1,412.0
ID4228,Greg,Payment related,1,38.0,3.0,2021-03-16 10:10:34,1,213.0
ID4229,Martha,Contract related,0,,,2021-03-16 10:23:31,0,
ID4230,Greg,Streaming,1,61.0,3.0,2021-03-16 10:23:31,1,240.0
ID4231,Dan,Admin Support,0,,,2021-03-16 10:23:31,0,
ID4232,Joe,Streaming,0,,,2021-03-16 10:23:31,0,
ID4233,Martha,Streaming,0,,,2021-03-16 10:35:02,0,
ID4234,Jim,Admin Support,1,70.0,1.0,2021-03-16 10:35:02,1,251.0
ID4235,Becky,Technical Support,0,,,2021-03-16 11:12:29,0,
ID4236,Dan,Streaming,0,,,2021-03-16 11:12:29,0,
ID4237,Stewart,Technical Support,1,56.0,4.0,2021-03-16 11:44:10,1,336.0
ID4238,Stewart,Streaming,1,26.0,4.0,2021-03-16 11:44:10,1,371.0
ID4239,Diane,Technical Support,1,11.0,4.0,2021-03-16 12:21:36,1,186.0
ID4240,Greg,Payment related,1,22.0,1.0,2021-03-16 12:21:36,1,391.0
ID4241,Jim,Streaming,1,33.0,3.0,2021-03-16 12:43:12,1,400.0
ID4242,Stewart,Streaming,1,58.0,4.0,2021-03-16 12:43:12,1,66.0
ID4243,Greg,Contract related,1,72.0,3.0,2021-03-16 12:48:58,1,347.0
ID4244,Greg,Payment related,1,63.0,5.0,2021-03-16 12:48:58,1,327.0
ID4245,Diane,Streaming,1,52.0,4.0,2021-03-16 13:04:48,1,212.0
ID4246,Joe,Streaming,0,,,2021-03-16 13:04:48,0,
ID4247,Stewart,Technical Support,1,106.0,5.0,2021-03-16 13:16:19,1,331.0
ID4248,Diane,Admin Support,1,26.0,3.0,2021-03-16 13:16:19,1,394.0
ID4249,Diane,Payment related,1,76.0,5.0,2021-03-16 13:29:17,1,209.0
ID4250,Stewart,Technical Support,1,45.0,5.0,2021-03-16 13:29:17,1,389.0
ID4251,Martha,Contract related,0,,,2021-03-16 13:32:10,0,
ID4252,Dan,Payment related,1,61.0,3.0,2021-03-16 13:32:10,1,90.0
ID4253,Greg,Technical Support,0,,,2021-03-16 13:56:38,0,
ID4254,Dan,Contract related,0,38.0,2.0,2021-03-16 13:56:38,1,295.0
ID4255,Jim,Contract related,1,19.0,4.0,2021-03-16 14:09:36,1,133.0
ID4256,Joe,Streaming,1,15.0,4.0,2021-03-16 14:09:36,1,183.0
ID4257,Becky,Streaming,1,90.0,3.0,2021-03-16 14:13:55,1,295.0
ID4258,Stewart,Admin Support,1,99.0,3.0,2021-03-16 14:13:55,1,64.0
ID4259,Becky,Contract related,1,18.0,5.0,2021-03-16 14:13:55,1,116.0
ID4260,Jim,Payment related,1,65.0,4.0,2021-03-16 14:13:55,1,155.0
ID4261,Martha,Admin Support,1,91.0,4.0,2021-03-16 14:25:26,1,337.0
ID4262,Jim,Streaming,1,95.0,4.0,2021-03-16 14:25:26,1,124.0
ID4263,Jim,Streaming,1,87.0,4.0,2021-03-16 14:34:05,1,284.0
ID4264,Dan,Payment related,1,71.0,3.0,2021-03-16 14:34:05,1,361.0
ID4265,Jim,Admin Support,1,74.0,5.0,2021-03-16 15:21:36,1,184.0
ID4266,Jim,Technical Support,1,28.0,4.0,2021-03-16 15:21:36,1,305.0
ID4267,Joe,Contract related,1,101.0,3.0,2021-03-16 15:40:19,1,173.0
ID4268,Martha,Contract related,0,,,2021-03-16 15:40:19,0,
ID4269,Martha,Payment related,1,90.0,3.0,2021-03-16 15:43:12,1,288.0
ID4270,Joe,Contract related,1,76.0,5.0,2021-03-16 15:43:12,1,296.0
ID4271,Diane,Payment related,0,,,2021-03-16 16:00:29,0,
ID4272,Joe,Contract related,0,20.0,5.0,2021-03-16 16:00:29,1,79.0
ID4273,Becky,Contract related,0,26.0,3.0,2021-03-16 16:13:26,1,379.0
ID4274,Stewart,Contract related,1,53.0,3.0,2021-03-16 16:13:26,1,72.0
ID4275,Greg,Contract related,1,26.0,4.0,2021-03-16 16:36:29,1,177.0
ID4276,Joe,Payment related,1,66.0,3.0,2021-03-16 16:36:29,1,222.0
ID4277,Dan,Payment related,0,105.0,4.0,2021-03-16 17:09:36,1,332.0
ID4278,Diane,Admin Support,1,111.0,3.0,2021-03-16 17:09:36,1,73.0
ID4279,Martha,Contract related,1,26.0,1.0,2021-03-16 17:49:55,1,390.0
ID4280,Jim,Contract related,0,,,2021-03-16 17:49:55,0,
ID4281,Stewart,Payment related,0,50.0,4.0,2021-03-17 09:05:46,1,172.0
ID4282,Dan,Streaming,1,57.0,5.0,2021-03-17 09:05:46,1,366.0
ID4283,Jim,Technical Support,1,26.0,5.0,2021-03-17 09:43:12,1,79.0
ID4284,Greg,Admin Support,1,104.0,1.0,2021-03-17 09:43:12,1,418.0
ID4285,Becky,Technical Support,1,93.0,1.0,2021-03-17 10:59:31,1,321.0
ID4286,Jim,Technical Support,1,108.0,3.0,2021-03-17 10:59:31,1,125.0
ID4287,Martha,Streaming,1,42.0,5.0,2021-03-17 11:25:26,1,142.0
ID4288,Martha,Technical Support,0,,,2021-03-17 11:25:26,0,
ID4289,Jim,Admin Support,1,94.0,5.0,2021-03-17 11:44:10,1,317.0
ID4290,Dan,Contract related,1,74.0,3.0,2021-03-17 11:44:10,1,185.0
ID4291,Diane,Contract related,1,117.0,5.0,2021-03-17 12:43:12,1,141.0
ID4292,Dan,Admin Support,0,,,2021-03-17 12:43:12,0,
ID4293,Martha,Payment related,1,49.0,1.0,2021-03-17 13:01:55,1,54.0
ID4294,Diane,Streaming,1,23.0,3.0,2021-03-17 13:01:55,1,280.0
ID4295,Joe,Streaming,0,,,2021-03-17 13:24:58,0,
ID4296,Martha,Streaming,1,84.0,5.0,2021-03-17 13:24:58,1,136.0
ID4297,Martha,Payment related,1,69.0,1.0,2021-03-17 13:58:05,1,79.0
ID4298,Diane,Technical Support,1,25.0,3.0,2021-03-17 13:58:05,1,284.0
ID4299,Becky,Payment related,0,,,2021-03-17 14:00:58,0,
ID4300,Martha,Technical Support,0,,,2021-03-17 14:00:58,0,
ID4301,Greg,Payment related,1,34.0,4.0,2021-03-17 14:19:41,1,273.0
ID4302,Joe,Streaming,0,45.0,1.0,2021-03-17 14:19:41,1,225.0
ID4303,Martha,Streaming,0,,,2021-03-17 14:21:07,0,
ID4304,Dan,Payment related,1,29.0,5.0,2021-03-17 14:21:07,1,110.0
ID4305,Jim,Technical Support,1,26.0,4.0,2021-03-17 15:17:17,1,195.0
ID4306,Diane,Streaming,1,115.0,4.0,2021-03-17 15:17:17,1,268.0
ID4307,Martha,Payment related,1,78.0,3.0,2021-03-17 15:47:31,1,248.0
ID4308,Jim,Streaming,0,41.0,3.0,2021-03-17 15:47:31,1,251.0
ID4309,Diane,Contract related,1,21.0,5.0,2021-03-17 16:20:38,1,146.0
ID4310,Dan,Streaming,0,,,2021-03-17 16:20:38,0,
ID4311,Martha,Streaming,1,47.0,5.0,2021-03-17 16:22:05,1,270.0
ID4312,Jim,Payment related,0,98.0,2.0,2021-03-17 16:22:05,1,359.0
ID4313,Joe,Contract related,0,,,2021-03-17 16:42:14,0,
ID4314,Martha,Payment related,1,51.0,4.0,2021-03-17 16:42:14,1,274.0
ID4315,Becky,Streaming,1,70.0,4.0,2021-03-17 16:46:34,1,335.0
ID4316,Diane,Contract related,1,58.0,2.0,2021-03-17 16:46:34,1,380.0
ID4317,Jim,Technical Support,0,,,2021-03-17 16:52:19,0,
ID4318,Greg,Admin Support,0,,,2021-03-17 16:52:19,0,
ID4319,Greg,Streaming,1,39.0,5.0,2021-03-17 17:12:29,1,234.0
ID4320,Joe,Payment related,1,55.0,1.0,2021-03-17 17:12:29,1,205.0
ID4321,Diane,Contract related,1,80.0,3.0,2021-03-17 17:13:55,1,185.0
ID4322,Dan,Payment related,1,68.0,4.0,2021-03-17 17:13:55,1,209.0
ID4323,Diane,Technical Support,1,96.0,3.0,2021-03-17 17:24:00,1,134.0
ID4324,Greg,Payment related,1,32.0,3.0,2021-03-17 17:24:00,1,228.0
ID4325,Stewart,Admin Support,0,,,2021-03-17 17:26:53,0,
ID4326,Diane,Streaming,1,90.0,3.0,2021-03-17 17:26:53,1,113.0
ID4327,Dan,Streaming,1,108.0,4.0,2021-03-17 17:48:29,1,195.0
ID4328,Stewart,Technical Support,0,120.0,4.0,2021-03-17 17:48:29,1,334.0
ID4329,Dan,Contract related,1,21.0,5.0,2021-03-17 18:00:00,1,279.0
ID4330,Greg,Contract related,0,,,2021-03-17 18:00:00,0,
ID4331,Martha,Payment related,0,59.0,4.0,2021-03-18 09:14:24,1,167.0
ID4332,Stewart,Admin Support,1,14.0,3.0,2021-03-18 09:14:24,1,322.0
ID4333,Joe,Contract related,0,,,2021-03-18 09:21:36,0,
ID4334,Stewart,Streaming,1,57.0,3.0,2021-03-18 09:21:36,1,44.0
ID4335,Dan,Streaming,1,123.0,3.0,2021-03-18 10:32:10,1,244.0
ID4336,Dan,Streaming,1,71.0,3.0,2021-03-18 10:32:10,1,341.0
ID4337,Stewart,Contract related,0,71.0,3.0,2021-03-18 10:56:38,1,256.0
ID4338,Martha,Technical Support,1,41.0,3.0,2021-03-18 10:56:38,1,382.0
ID4339,Dan,Contract related,0,,,2021-03-18 11:38:24,0,
ID4340,Martha,Technical Support,1,80.0,4.0,2021-03-18 11:38:24,1,343.0
ID4341,Stewart,Payment related,0,,,2021-03-18 12:02:53,0,
ID4342,Greg,Payment related,1,57.0,2.0,2021-03-18 12:02:53,1,72.0
ID4343,Stewart,Streaming,1,17.0,3.0,2021-03-18 12:30:14,1,159.0
ID4344,Martha,Admin Support,1,93.0,5.0,2021-03-18 12:30:14,1,287.0
ID4345,Greg,Payment related,1,13.0,3.0,2021-03-18 12:51:50,1,43.0
ID4346,Stewart,Payment related,1,64.0,4.0,2021-03-18 12:51:50,1,102.0
ID4347,Stewart,Technical Support,1,98.0,5.0,2021-03-18 13:36:29,1,110.0
ID4348,Greg,Technical Support,0,83.0,2.0,2021-03-18 13:36:29,1,148.0
ID4349,Martha,Streaming,0,116.0,5.0,2021-03-18 13:49:26,1,378.0
ID4350,Becky,Streaming,1,104.0,2.0,2021-03-18 13:49:26,1,46.0
ID4351,Martha,Streaming,1,83.0,5.0,2021-03-18 14:02:24,1,334.0
ID4352,Martha,Admin Support,1,26.0,4.0,2021-03-18 14:02:24,1,408.0
ID4353,Diane,Admin Support,1,47.0,2.0,2021-03-18 14:25:26,1,36.0
ID4354,Jim,Contract related,0,,,2021-03-18 14:25:26,0,
ID4355,Dan,Admin Support,0,,,2021-03-18 14:41:17,0,
ID4356,Joe,Technical Support,0,34.0,4.0,2021-03-18 14:41:17,1,187.0
ID4357,Becky,Technical Support,1,65.0,5.0,2021-03-18 14:52:48,1,222.0
ID4358,Diane,Streaming,1,54.0,3.0,2021-03-18 14:52:48,1,379.0
ID4359,Joe,Technical Support,1,108.0,4.0,2021-03-18 14:52:48,1,315.0
ID4360,Jim,Contract related,1,114.0,4.0,2021-03-18 14:52:48,1,282.0
ID4361,Jim,Admin Support,1,109.0,3.0,2021-03-18 15:48:58,1,179.0
ID4362,Jim,Streaming,1,115.0,3.0,2021-03-18 15:48:58,1,215.0
ID4363,Joe,Streaming,1,125.0,3.0,2021-03-18 16:03:22,1,247.0
ID4364,Joe,Technical Support,1,116.0,4.0,2021-03-18 16:03:22,1,199.0
ID4365,Greg,Admin Support,1,12.0,3.0,2021-03-18 16:16:19,1,171.0
ID4366,Becky,Streaming,1,96.0,5.0,2021-03-18 16:16:19,1,134.0
ID4367,Diane,Streaming,1,13.0,5.0,2021-03-18 16:30:43,1,317.0
ID4368,Jim,Payment related,0,,,2021-03-18 16:30:43,0,
ID4369,Jim,Contract related,1,96.0,3.0,2021-03-18 16:58:05,1,382.0
ID4370,Greg,Payment related,0,,,2021-03-18 16:58:05,0,
ID4371,Dan,Streaming,1,37.0,3.0,2021-03-18 17:08:10,1,355.0
ID4372,Stewart,Technical Support,1,45.0,4.0,2021-03-18 17:08:10,1,375.0
ID4373,Becky,Streaming,1,44.0,5.0,2021-03-18 17:22:34,1,164.0
ID4374,Greg,Contract related,0,,,2021-03-18 17:22:34,0,
ID4375,Martha,Contract related,1,65.0,3.0,2021-03-18 17:26:53,1,199.0
ID4376,Martha,Streaming,1,48.0,4.0,2021-03-18 17:26:53,1,127.0
ID4377,Stewart,Technical Support,1,119.0,1.0,2021-03-18 17:41:17,1,154.0
ID4378,Jim,Contract related,0,102.0,3.0,2021-03-18 17:41:17,1,316.0
ID4379,Stewart,Contract related,1,30.0,5.0,2021-03-19 09:15:50,1,310.0
ID4380,Joe,Payment related,1,51.0,1.0,2021-03-19 09:15:50,1,319.0
ID4381,Jim,Contract related,0,,,2021-03-19 09:47:31,0,
ID4382,Becky,Technical Support,1,39.0,5.0,2021-03-19 09:47:31,1,310.0
ID4383,Becky,Payment related,1,102.0,2.0,2021-03-19 10:03:22,1,327.0
ID4384,Stewart,Payment related,1,112.0,3.0,2021-03-19 10:03:22,1,40.0
ID4385,Becky,Payment related,0,,,2021-03-19 10:14:53,0,
ID4386,Martha,Technical Support,1,42.0,5.0,2021-03-19 10:14:53,1,276.0
ID4387,Greg,Admin Support,1,87.0,3.0,2021-03-19 11:12:29,1,88.0
ID4388,Becky,Payment related,0,,,2021-03-19 11:12:29,0,
ID4389,Becky,Contract related,1,123.0,3.0,2021-03-19 11:13:55,1,152.0
ID4390,Stewart,Payment related,0,,,2021-03-19 11:13:55,0,
ID4391,Dan,Contract related,1,98.0,3.0,2021-03-19 11:29:46,1,86.0
ID4392,Jim,Streaming,1,45.0,4.0,2021-03-19 11:29:46,1,39.0
ID4393,Stewart,Payment related,1,50.0,3.0,2021-03-19 12:14:24,1,134.0
ID4394,Joe,Payment related,1,102.0,4.0,2021-03-19 12:14:24,1,270.0
ID4395,Diane,Admin Support,1,93.0,1.0,2021-03-19 12:27:22,1,132.0
ID4396,Stewart,Admin Support,1,28.0,3.0,2021-03-19 12:27:22,1,327.0
ID4397,Jim,Payment related,0,,,2021-03-19 12:59:02,0,
ID4398,Martha,Streaming,0,,,2021-03-19 12:59:02,0,
ID4399,Joe,Technical Support,0,123.0,4.0,2021-03-19 12:59:02,1,46.0
ID4400,Greg,Admin Support,1,112.0,4.0,2021-03-19 12:59:02,1,249.0
ID4401,Stewart,Contract related,1,12.0,3.0,2021-03-19 13:07:41,1,76.0
ID4402,Dan,Contract related,1,107.0,4.0,2021-03-19 13:07:41,1,361.0
ID4403,Diane,Technical Support,1,97.0,2.0,2021-03-19 13:55:12,1,218.0
ID4404,Joe,Contract related,0,,,2021-03-19 13:55:12,0,
